date,time,group,subject,session,build,blocknum,trialnum,blockcode,trialcode,pretrialpause,posttrialpause,trialduration,trialtimeout,response,correct,latency
23.06.2022,12:44:55,942071899,295696078,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,4427
23.06.2022,12:45:45,650977857,32034696,1,06.06.2000,1,2,demographics,age,0,0,0,0,38,1,2828
23.06.2022,12:45:45,650977857,32034696,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,4015
23.06.2022,12:47:56,525156452,609227927,1,06.06.2000,1,2,demographics,age,0,0,0,0,18,1,5098
23.06.2022,12:47:56,525156452,609227927,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,6671
23.06.2022,12:49:07,501120534,59367911,1,06.06.2000,1,2,demographics,age,0,0,0,0,47,1,3563
23.06.2022,12:49:07,501120534,59367911,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,5164
23.06.2022,12:50:11,523440644,386661197,1,06.06.2000,1,2,demographics,age,0,0,0,0,46,1,3576
23.06.2022,12:50:11,523440644,386661197,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,6100
23.06.2022,12:50:09,375737077,238678139,1,06.06.2000,1,2,demographics,age,0,0,0,0,38,1,4403
23.06.2022,12:50:09,375737077,238678139,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,4698
23.06.2022,12:50:44,137468350,764499289,1,06.06.2000,1,2,demographics,age,0,0,0,0,52,1,3041
23.06.2022,12:50:44,137468350,764499289,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,3388
23.06.2022,12:51:54,196403917,586346915,1,06.06.2000,1,2,demographics,age,0,0,0,0,36,1,4472
23.06.2022,12:51:54,196403917,586346915,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,3311
23.06.2022,12:53:17,730851020,100125154,1,06.06.2000,1,2,demographics,age,0,0,0,0,29,1,2297
23.06.2022,12:53:17,730851020,100125154,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,3222
23.06.2022,13:02:07,413662730,550721671,1,06.06.2000,1,2,demographics,age,0,0,0,0,28,1,3854
23.06.2022,13:02:07,413662730,550721671,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Female,1,5115
23.06.2022,12:56:16,225814876,161234436,1,06.06.2000,1,2,demographics,age,0,0,0,0,25,1,5482
23.06.2022,12:56:16,225814876,161234436,1,06.06.2000,1,3,demographics,gender,0,0,0,0,male,1,5293
23.06.2022,12:56:11,794193661,621686155,1,06.06.2000,1,2,demographics,age,0,0,0,0,42,1,3815
23.06.2022,12:56:11,794193661,621686155,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Female,1,3976
23.06.2022,12:56:44,458701483,238079276,1,06.06.2000,1,2,demographics,age,0,0,0,0,28,1,1904
23.06.2022,12:56:44,458701483,238079276,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,2179
23.06.2022,13:56:05,393030402,561842983,1,06.06.2000,1,2,demographics,age,0,0,0,0,23,1,26248
23.06.2022,13:56:05,393030402,561842983,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,14978
23.06.2022,07:56:58,559262084,627537443,1,06.06.2000,1,2,demographics,age,0,0,0,0,27,1,5565
23.06.2022,07:56:58,559262084,627537443,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Female,1,3629
23.06.2022,12:57:32,913113577,591041139,1,06.06.2000,1,2,demographics,age,0,0,0,0,29,1,2356
23.06.2022,12:57:32,913113577,591041139,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Non-Binary,1,10263
23.06.2022,12:59:08,43586182,601833546,1,06.06.2000,1,2,demographics,age,0,0,0,0,34,1,3524
23.06.2022,12:59:08,43586182,601833546,1,06.06.2000,1,3,demographics,gender,0,0,0,0,male,1,4399
23.06.2022,12:59:47,43475023,874662429,1,06.06.2000,1,2,demographics,age,0,0,0,0,36,1,3663
23.06.2022,12:59:47,43475023,874662429,1,06.06.2000,1,3,demographics,gender,0,0,0,0,male,1,3193
23.06.2022,12:58:27,100174518,658421880,1,06.06.2000,1,2,demographics,age,0,0,0,0,53,1,12442
23.06.2022,12:58:27,100174518,658421880,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Female,1,7948
23.06.2022,12:59:53,998662075,557207580,1,06.06.2000,1,2,demographics,age,0,0,0,0,28,1,11057
23.06.2022,12:59:53,998662075,557207580,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,5271
23.06.2022,12:59:49,772417821,13708908,1,06.06.2000,1,2,demographics,age,0,0,0,0,25,1,35386
23.06.2022,12:59:49,772417821,13708908,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,3400
23.06.2022,12:59:34,615369952,699441423,1,06.06.2000,1,2,demographics,age,0,0,0,0,48,1,5078
23.06.2022,12:59:34,615369952,699441423,1,06.06.2000,1,3,demographics,gender,0,0,0,0,male,1,5713
23.06.2022,13:00:51,989447407,841303698,1,06.06.2000,1,2,demographics,age,0,0,0,0,19,1,3387
23.06.2022,13:00:51,989447407,841303698,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,5767
23.06.2022,13:01:06,556859531,881713870,1,06.06.2000,1,2,demographics,age,0,0,0,0,25,1,12081
23.06.2022,13:01:06,556859531,881713870,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Non-Binary,1,8524
23.06.2022,21:31:26,273852442,663795436,1,06.06.2000,1,2,demographics,age,0,0,0,0,39,1,3336
23.06.2022,21:31:26,273852442,663795436,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,3641
23.06.2022,13:01:18,980335131,422087765,1,06.06.2000,1,2,demographics,age,0,0,0,0,45,1,2668
23.06.2022,13:01:18,980335131,422087765,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,7888
23.06.2022,13:01:49,644435460,343944905,1,06.06.2000,1,2,demographics,age,0,0,0,0,31,1,2213
23.06.2022,13:01:49,644435460,343944905,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,3224
23.06.2022,13:01:55,521208572,920212493,1,06.06.2000,1,2,demographics,age,0,0,0,0,61,1,4189
23.06.2022,13:01:55,521208572,920212493,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,5877
23.06.2022,05:02:01,658756221,526570034,1,06.06.2000,1,2,demographics,age,0,0,0,0,63,1,6282
23.06.2022,05:02:01,658756221,526570034,1,06.06.2000,1,3,demographics,gender,0,0,0,0,male,1,8165
23.06.2022,13:02:18,30389744,882246022,1,06.06.2000,1,2,demographics,age,0,0,0,0,61,1,4122
23.06.2022,13:02:18,30389744,882246022,1,06.06.2000,1,3,demographics,gender,0,0,0,0,male,1,6279
23.06.2022,13:02:39,815939012,904883244,1,06.06.2000,1,2,demographics,age,0,0,0,0,59,1,3095
23.06.2022,13:02:39,815939012,904883244,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,5828
23.06.2022,13:02:35,426017455,293831276,1,06.06.2000,1,2,demographics,age,0,0,0,0,60,1,17452
23.06.2022,13:02:35,426017455,293831276,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,11296
23.06.2022,13:03:27,510405090,530863876,1,06.06.2000,1,2,demographics,age,0,0,0,0,42,1,2770
23.06.2022,13:03:27,510405090,530863876,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,3360
23.06.2022,13:03:35,122839292,753565148,1,06.06.2000,1,2,demographics,age,0,0,0,0,26,1,3865
23.06.2022,13:03:35,122839292,753565148,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Female,1,4354
23.06.2022,13:03:52,96305940,727031797,1,06.06.2000,1,2,demographics,age,0,0,0,0,27,1,2383
23.06.2022,13:03:52,96305940,727031797,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,4295
23.06.2022,05:04:43,273333206,751712225,1,06.06.2000,1,2,demographics,age,0,0,0,0,22,1,4082
23.06.2022,05:04:43,273333206,751712225,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Female,1,4605
23.06.2022,13:04:21,613078451,464934738,1,06.06.2000,1,2,demographics,age,0,0,0,0,21,1,2165
23.06.2022,13:04:21,613078451,464934738,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,2578
23.06.2022,13:04:26,275011382,563522777,1,06.06.2000,1,2,demographics,age,0,0,0,0,53,1,3784
23.06.2022,13:04:26,275011382,563522777,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,3508
23.06.2022,13:04:43,694899706,373740279,1,06.06.2000,1,2,demographics,age,0,0,0,0,51,1,5405
23.06.2022,13:04:43,694899706,373740279,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,6851
23.06.2022,13:04:19,199664786,589607780,1,06.06.2000,1,2,demographics,age,0,0,0,0,35,1,5003
23.06.2022,13:04:19,199664786,589607780,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Female,1,4298
23.06.2022,13:06:04,123114412,681045009,1,06.06.2000,1,2,demographics,age,0,0,0,0,26,1,3403
23.06.2022,13:06:04,123114412,681045009,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,2503
23.06.2022,13:05:59,28800984,855399085,1,06.06.2000,1,2,demographics,age,0,0,0,0,32,1,4651
23.06.2022,13:05:59,28800984,855399085,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,5453
23.06.2022,13:06:53,652786627,821599197,1,06.06.2000,1,2,demographics,age,0,0,0,0,45,1,3202
23.06.2022,13:06:53,652786627,821599197,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,3751
23.06.2022,08:07:14,532119500,311497290,1,06.06.2000,1,2,demographics,age,0,0,0,0,48,1,3317
23.06.2022,08:07:14,532119500,311497290,1,06.06.2000,1,3,demographics,gender,0,0,0,0,male,1,4218
23.06.2022,13:07:30,621902441,254118946,1,06.06.2000,1,2,demographics,age,0,0,0,0,64,1,4796
23.06.2022,13:07:30,621902441,254118946,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,7290
23.06.2022,13:08:00,537746658,317124448,1,06.06.2000,1,2,demographics,age,0,0,0,0,36,1,3830
23.06.2022,13:08:00,537746658,317124448,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Female,1,4879
23.06.2022,13:06:52,171820996,730068356,1,06.06.2000,1,2,demographics,age,0,0,0,0,51,1,3588
23.06.2022,13:06:52,171820996,730068356,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,5373
23.06.2022,13:08:32,609352115,236383059,1,06.06.2000,1,2,demographics,age,0,0,0,0,37,1,2688
23.06.2022,13:08:32,609352115,236383059,1,06.06.2000,1,3,demographics,gender,0,0,0,0,male,1,3066
23.06.2022,13:08:08,316023044,246374429,1,06.06.2000,1,2,demographics,age,0,0,0,0,21,1,16398
23.06.2022,13:08:08,316023044,246374429,1,06.06.2000,1,3,demographics,gender,0,0,0,0,female,1,4214
23.06.2022,13:09:25,478880021,952386283,1,06.06.2000,1,2,demographics,age,0,0,0,0,26,1,2143
23.06.2022,13:09:25,478880021,952386283,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Woman,1,2944
23.06.2022,13:09:41,914588354,694264273,1,06.06.2000,1,2,demographics,age,0,0,0,0,31,1,2680
23.06.2022,13:09:41,914588354,694264273,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,3239
23.06.2022,13:10:53,179391162,175188025,1,06.06.2000,1,2,demographics,age,0,0,0,0,42,1,4792
23.06.2022,13:10:53,179391162,175188025,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,5811
23.06.2022,13:10:40,343435840,339232704,1,06.06.2000,1,2,demographics,age,0,0,0,0,31,1,13303
23.06.2022,13:10:40,343435840,339232704,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,11180
23.06.2022,14:11:15,859963164,386456897,1,06.06.2000,1,2,demographics,age,0,0,0,0,23,1,1892
23.06.2022,14:11:15,859963164,386456897,1,06.06.2000,1,3,demographics,gender,0,0,0,0,Male,1,3638
23.06.2022,13:11:28,164161878,637668138,1,06.06.2000,1,2,demographics,age,0,0,0,0,30,1,3693
