"date","time","subject","blockcode","blocknum","trialcode","trialnum","response","correct","latency","stimulusnumber1","stimulusitem1","expressions.da","expressions.db","expressions.d"
"120219","15:27:06","5","compatibletest2","5","attributeB","5","23","0","54","1","Competent","-1.4685712267395270025","-1.0164209728414765888","-1.2424960997905016846"
"120219","15:27:06","5","compatibletest2","5","targetBright","6","23","0","48","4","Wenaalup","-1.4685712267395270025","-0.9827317676199083252","-1.2256514971797176639"
"120219","15:27:06","5","compatibletest2","5","attributeB","7","23","0","52","4","Efficient","-1.4685712267395270025","-0.9695609104615243723","-1.2190660686005256874"
"120219","15:27:06","5","compatibletest2","5","targetAleft","8","18","1","39","4","Zallunif","-1.4685712267395270025","-0.9427995955272577833","-1.2056854111333923374"
"120219","15:27:06","5","compatibletest2","5","attributeA","9","18","1","83","1","Warm","-1.4685712267395270025","-0.9789249435613412986","-1.2237480851504340951"
"120219","15:27:06","5","compatibletest2","5","targetBright","10","23","0","101","2","Neenolup","-1.4685712267395270025","-1.0266447145873776048","-1.2476079706634521926"
"120219","15:27:06","5","compatibletest2","5","attributeB","11","23","1","69","1","Competent","-1.4685712267395270025","-1.0429407924996594303","-1.2557560096195932164"
"120219","15:27:06","5","compatibletest2","5","targetAleft","12","18","1","112","3","Lebbunif","-1.4685712267395270025","-1.0889682728730261108","-1.2787697498062766677"
"120219","15:27:06","5","compatibletest2","5","attributeB","13","23","0","129","3","Skillful","-1.4685712267395270025","-1.135398412683421121","-1.3019848197114740618"
"120219","15:27:06","5","compatibletest2","5","targetAleft","14","18","0","97","1","Cellanif","-1.4685712267395270025","-1.1655748157801220088","-1.3170730212598245057"
"120219","15:27:06","5","compatibletest2","5","attributeA","15","18","0","91","4","Caring","-1.4685712267395270025","-1.1902236727533266336","-1.3293974497464269291"
"120219","15:27:06","5","compatibletest2","5","targetBright","16","23","1","76","3","Omeelup","-1.4685712267395270025","-1.2036815178953390593","-1.3361263723174330309"
"120219","15:27:06","5","compatibletest2","5","attributeB","17","23","0","199","2","Intelligent","-1.4685712267395270025","-1.2158077343471793696","-1.3421894805433531861"
"120219","15:27:06","5","compatibletest2","5","targetAleft","18","18","0","228","2","Eskannif","-1.4685712267395270025","-1.2152881684515419725","-1.3419296975955345985"
"120219","15:27:06","5","compatibletest2","5","attributeB","19","23","0","200","4","Efficient","-1.4685712267395270025","-1.2358595699876191443","-1.3522153983635729624"
"120219","15:27:06","5","compatibletest2","5","targetAleft","20","18","0","140","4","Zallunif","-1.4685712267395270025","-1.262212267621920736","-1.3653917471807237582"
"120219","15:27:06","5","compatibletest2","5","attributeB","21","23","0","228","1","Competent","-1.4685712267395270025","-1.2698293746221145373","-1.3692003006808208809"
"120219","15:27:06","5","compatibletest2","5","targetAleft","22","18","0","216","1","Cellanif","-1.4685712267395270025","-1.2848568491876177777","-1.3767140379635725012"
"120219","15:27:06","5","compatibletest2","5","attributeB","23","23","0","252","3","Skillful","-1.4685712267395270025","-1.2872260893849880592","-1.3778986580622576419"
"120219","15:27:06","5","compatibletest2","5","targetBright","24","23","1","47","3","Omeelup","-1.4685712267395270025","-1.2655759494999083703","-1.3670735881197177974"
"120219","15:27:06","5","compatibletest2","5","attributeA","25","18","0","115","3","Sociable","-1.4685712267395270025","-1.2785100299138725255","-1.373540628326699764"
"120219","15:27:06","5","compatibletest2","5","targetAleft","26","18","0","251","3","Lebbunif","-1.4685712267395270025","-1.2828262935841310277","-1.3756987601618289041"
"120219","15:27:06","5","compatibletest2","5","attributeA","27","18","0","286","4","Caring","-1.4685712267395270025","-1.2765392337769634334","-1.372555230258245107"
"120219","15:27:06","5","compatibletest2","5","targetBright","28","23","0","151","2","Neenolup","-1.4685712267395270025","-1.2930361932815859216","-1.3808037100105563511"
"120219","15:27:06","5","compatibletest2","5","attributeA","29","18","0","182","3","Sociable","-1.4685712267395270025","-1.3107675343076756747","-1.3896693805236013386"
"120219","15:27:06","5","compatibletest2","5","targetBright","30","23","0","316","1","Maasolup","-1.4685712267395270025","-1.2960722135165969604","-1.3823217201280619815"
"120219","15:27:06","5","compatibletest2","5","attributeA","31","18","0","180","1","Warm","-1.4685712267395270025","-1.3123406781231881091","-1.3904559524313575558"
"120219","15:27:06","5","compatibletest2","5","targetAleft","32","18","1","42","4","Zallunif","-1.4685712267395270025","-1.2899770066930966728","-1.3792741167163118376"
"120219","15:27:06","5","compatibletest2","5","attributeA","33","18","1","166","2","Nice","-1.4685712267395270025","-1.3046184809397751714","-1.386594853839651087"
"120219","15:27:06","5","compatibletest2","5","targetBright","34","23","0","197","4","Wenaalup","-1.4685712267395270025","-1.3194446215799082722","-1.3940079241597176374"
"120219","15:27:06","5","compatibletest2","5","attributeA","35","18","0","266","4","Caring","-1.4685712267395270025","-1.3249677822224188439","-1.3967695044809729232"
"120219","15:27:06","5","compatibletest2","5","targetAleft","36","18","1","44","2","Eskannif","-1.4685712267395270025","-1.3051734719871743717","-1.3868723493633505761"
"120219","15:27:06","5","compatibletest2","5","attributeB","37","23","1","72","2","Intelligent","-1.4685712267395270025","-1.2977857771240244311","-1.3831785019317757168"
"120219","15:27:06","5","compatibletest2","5","targetAleft","38","18","1","147","2","Eskannif","-1.4685712267395270025","-1.3084834329195489389","-1.3885273298295379707"
"120219","15:27:06","5","compatibletest2","5","attributeB","39","23","1","123","2","Intelligent","-1.4685712267395270025","-1.3151101670074771821","-1.3918406968735022033"
"120219","15:27:06","5","compatibletest2","5","targetBright","40","23","0","307","1","Maasolup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","2","23","0","673","4","Zallunif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","3","23","1","243","3","Lebbunif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","4","18","1","263","3","Omeelup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","5","23","1","178","1","Cellanif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","6","18","1","177","2","Neenolup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","7","23","1","128","1","Cellanif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","8","18","1","96","4","Wenaalup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","9","18","0","514","2","Neenolup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","10","23","1","139","3","Lebbunif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","11","18","1","171","4","Wenaalup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","12","18","0","562","1","Maasolup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","13","23","0","632","2","Eskannif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","14","23","1","212","4","Zallunif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","15","23","1","458","3","Lebbunif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","16","18","0","789","3","Omeelup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","17","23","0","650","2","Eskannif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","18","23","1","421","4","Zallunif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","19","23","0","850","1","Cellanif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","20","23","1","60","2","Eskannif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","21","18","0","648","4","Wenaalup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","22","18","1","35","3","Omeelup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","23","18","1","119","2","Neenolup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","24","18","0","215","1","Maasolup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","25","23","1","124","1","Cellanif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","26","18","1","5","3","Omeelup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","27","18","0","170","1","Maasolup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","28","18","0","184","2","Neenolup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","29","23","0","566","3","Lebbunif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","30","18","0","284","4","Wenaalup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","31","18","0","190","4","Wenaalup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","32","23","0","379","4","Zallunif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","33","23","0","473","3","Lebbunif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","34","18","1","331","1","Maasolup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","35","23","1","308","4","Zallunif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","36","18","1","141","3","Omeelup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","37","18","0","725","2","Neenolup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","38","23","0","557","2","Eskannif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","39","23","1","36","1","Cellanif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetBleft","40","18","0","344","4","Wenaalup","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","targetincompatiblepracticeswitch","6","targetAright","41","23","1","7","1","Cellanif","-1.4685712267395270025","-1.309154813270011708","-1.3888630200047693553"
"120219","15:27:06","5","incompatibletest1","7","attributeB","2","23","0","625","3","Skillful","1.8733709829857940754","-1.309154813270011708","0.2821080848578911837"
"120219","15:27:06","5","incompatibletest1","7","targetAright","3","23","1","149","4","Zallunif","1.4810750578154305845","-1.309154813270011708","0.0859601222727094383"
"120219","15:27:06","5","incompatibletest1","7","attributeB","4","23","1","125","4","Efficient","1.0809471708045221838","-1.309154813270011708","-0.1141038212327447621"
"120219","15:27:06","5","incompatibletest1","7","targetBleft","5","18","0","221","1","Maasolup","0.978440075045883928","-1.309154813270011708","-0.16535736911206389"
"120219","15:27:06","5","incompatibletest1","7","attributeB","6","23","1","25","1","Competent","0.5797761279816882052","-1.309154813270011708","-0.3646893426441617514"
"120219","15:27:06","5","incompatibletest1","7","targetAright","7","23","0","110","3","Lebbunif","0.4238104562269051634","-1.309154813270011708","-0.4426721785215532723"
"120219","15:27:06","5","incompatibletest1","7","attributeA","8","18","0","86","3","Sociable","0.2768666182884371718","-1.309154813270011708","-0.5161440974907872681"
"120219","15:27:06","5","incompatibletest1","7","targetAright","9","23","1","48","2","Eskannif","0.1210872253716235303","-1.309154813270011708","-0.5940337939491940888"
"120219","15:27:06","5","incompatibletest1","7","attributeB","10","23","1","100","4","Efficient","0.0506068885772947979","-1.309154813270011708","-0.629273962346358462"
"120219","15:27:06","5","incompatibletest1","7","targetBleft","11","18","0","301","2","Neenolup","0.168632456917978818","-1.309154813270011708","-0.5702611781760164034"
"120219","15:27:06","5","incompatibletest1","7","attributeA","12","18","0","110","1","Warm","0.1153389600656603703","-1.309154813270011708","-0.5969079266021756203"
"120219","15:27:06","5","incompatibletest1","7","targetBleft","13","18","0","822","3","Omeelup","0.4168916455173286573","-1.309154813270011708","-0.4461315838763415531"
"120219","15:27:06","5","incompatibletest1","7","attributeA","14","18","1","130","2","Nice","0.3761013828972440964","-1.309154813270011708","-0.466526715186383778"
"120219","15:27:06","5","incompatibletest1","7","targetAright","15","23","0","131","4","Zallunif","0.3410941240171856403","-1.309154813270011708","-0.4840303446264130338"
"120219","15:27:06","5","incompatibletest1","7","attributeB","16","23","0","107","2","Intelligent","0.2994173182086740104","-1.309154813270011708","-0.5048687475306687933"
"120219","15:27:06","5","incompatibletest1","7","targetBleft","17","18","0","100","1","Maasolup","0.2593735805554559515","-1.309154813270011708","-0.5248906163572778505"
"120219","15:27:06","5","incompatibletest1","7","attributeA","18","18","0","76","1","Warm","0.2136502772013116336","-1.309154813270011708","-0.547752268034350065"
"120219","15:27:06","5","incompatibletest1","7","targetAright","19","23","1","86","3","Lebbunif","0.1764006398497960371","-1.309154813270011708","-0.566377086710107891"
"120219","15:27:06","5","incompatibletest1","7","attributeA","20","18","1","88","3","Sociable","0.1433335650801609573","-1.309154813270011708","-0.5829106240949253337"
"120219","15:27:06","5","incompatibletest1","7","targetBleft","21","18","1","130","2","Neenolup","0.1277297984088645866","-1.309154813270011708","-0.5907125074305735746"
"120219","15:27:06","5","incompatibletest2","9","attributeB","1","23","0","250","1","Competent","0.1277297984088645866","1.0460654593814882052","0.586897628895176382"
"120219","15:27:06","5","incompatibletest2","9","targetAright","2","23","1","53","2","Eskannif","0.1277297984088645866","0.048497044347536919","0.0881134213782007458"
"120219","15:27:06","5","incompatibletest2","9","attributeB","3","23","0","72","3","Skillful","0.1277297984088645866","-0.2621202270462225092","-0.0671952143186789613"
"120219","15:27:06","5","incompatibletest2","9","targetAright","4","23","0","50","1","Cellanif","0.1277297984088645866","-0.4741521592441566568","-0.173211180417646049"
"120219","15:27:06","5","incompatibletest2","9","attributeA","5","18","1","13","4","Caring","0.1277297984088645866","-0.6682788127572912851","-0.2702745071742133631"
"120219","15:27:06","5","incompatibletest2","9","targetBleft","6","18","0","99","4","Wenaalup","0.1277297984088645866","-0.6558115831264670348","-0.264040892358801238"
"120219","15:27:06","5","incompatibletest2","9","attributeB","7","23","0","76","4","Efficient","0.1277297984088645866","-0.6816032936300012723","-0.2769367476105683568"
"120219","15:27:06","5","incompatibletest2","9","targetAright","8","23","1","30","2","Eskannif","0.1277297984088645866","-0.7562946660630622819","-0.3142824338270988616"
"120219","15:27:06","5","incompatibletest2","9","attributeA","9","18","0","115","2","Nice","0.1277297984088645866","-0.724295626012648408","-0.2982829138018919246"
"120219","15:27:06","5","incompatibletest2","9","targetBleft","10","18","1","51","3","Omeelup","0.1277297984088645866","-0.7626323217595569748","-0.317451261675346208"
"120219","15:27:06","5","incompatibletest2","9","attributeA","11","18","0","110","1","Warm","0.1277297984088645866","-0.7422338324083163075","-0.3072520169997258743"
"120219","15:27:06","5","incompatibletest2","9","targetAright","12","23","0","71","3","Lebbunif","0.1277297984088645866","-0.7589148640804146417","-0.3155925328357750415"
"120219","15:27:06","5","incompatibletest2","9","attributeA","13","18","0","97","3","Sociable","0.1277297984088645866","-0.753806405884764219","-0.3130383037379498301"
"120219","15:27:06","5","incompatibletest2","9","targetBleft","14","18","0","114","2","Neenolup","0.1277297984088645866","-0.7368993846369780165","-0.3045847931140567288"
"120219","15:27:06","5","incompatibletest2","9","attributeB","15","23","0","115","3","Skillful","0.1277297984088645866","-0.7217624514542012593","-0.2970163265226683502"
"120219","15:27:06","5","incompatibletest2","9","targetAright","16","23","0","92","1","Cellanif","0.1277297984088645866","-0.724704040896240298","-0.2984871212436878696"
"120219","15:27:06","5","incompatibletest2","9","attributeA","17","18","1","77","4","Caring","0.1277297984088645866","-0.7371420880365748829","-0.304706144813855162"
"120219","15:27:06","5","incompatibletest2","9","targetBleft","18","18","0","136","4","Wenaalup","0.1277297984088645866","-0.7116112883746461559","-0.2919407449828907986"
"120219","15:27:06","5","incompatibletest2","9","attributeB","19","23","1","79","1","Competent","0.1277297984088645866","-0.7232323967471303572","-0.2977512991691328992"
"120219","15:27:06","5","incompatibletest2","9","targetBleft","20","18","0","138","3","Omeelup","0.1277297984088645866","-0.6998639117177938296","-0.2860670566544646354"
"120219","15:27:06","5","incompatibletest2","9","attributeA","21","18","0","106","2","Nice","0.1277297984088645866","-0.6973882823593696711","-0.2848292419752525562"
"120219","15:27:06","5","incompatibletest2","9","targetAright","22","23","1","74","4","Zallunif","0.1277297984088645866","-0.7115863278610913278","-0.2919282647261133845"
"120219","15:27:06","5","incompatibletest2","9","attributeA","23","18","0","149","3","Sociable","0.1277297984088645866","-0.6856201776341201981","-0.2789451896126278196"
"120219","15:27:06","5","incompatibletest2","9","targetBleft","24","18","1","100","1","Maasolup","0.1277297984088645866","-0.6876906785506222697","-0.2799804400708788554"
"120219","15:27:06","5","incompatibletest2","9","attributeA","25","18","0","133","4","Caring","0.1277297984088645866","-0.6733729620017527839","-0.2728215817964441126"
"120219","15:27:06","5","incompatibletest2","9","targetAright","26","23","0","92","1","Cellanif","0.1277297984088645866","-0.679791596841025525","-0.2760308992160804831"
"120219","15:27:06","5","incompatibletest2","9","attributeA","27","18","1","110","1","Warm","0.1277297984088645866","-0.6780716828434540933","-0.2751709422172947672"
"120219","15:27:06","5","incompatibletest2","9","targetBleft","28","18","1","143","4","Wenaalup","0.1277297984088645866","-0.6609655787882471323","-0.2666178901896912867"
"120219","15:27:06","5","incompatibletest2","9","attributeA","29","18","1","135","2","Nice","0.1277297984088645866","-0.6488633945748070175","-0.2605667980829712294"
"120219","15:27:06","5","incompatibletest2","9","targetAright","30","23","1","111","4","Zallunif","0.1277297984088645866","-0.648268889774975432","-0.2602695456830554366"
"120219","15:27:06","5","incompatibletest2","9","attributeB","31","23","1","121","2","Intelligent","0.1277297984088645866","-0.6436661982616593836","-0.2579681999263974124"
"120219","15:27:06","5","incompatibletest2","9","targetBleft","32","18","0","137","2","Neenolup","0.1277297984088645866","-0.6325146569401768337","-0.2523924292656561374"
"120219","15:27:06","5","incompatibletest2","9","attributeB","33","23","1","80","4","Efficient","0.1277297984088645866","-0.6442295935527279083","-0.2582498975719316747"
"120219","15:27:06","5","incompatibletest2","9","targetAright","34","23","1","107","3","Lebbunif","0.1277297984088645866","-0.6459457285540638471","-0.2591079650725996442"
